;BB;voc_nb_all;cond;age;zf0_Original;M_minus_NM;Type_protophone;zf0_Original_inv;p_margbabbling;difference_inv
49;18;40.0;m100;7.166666666666667;2.0189672830856398;-39.118563764318765;S;2.0189672830856398;0.2222222222222222;-39.118563764318765
50;18;41.0;m100;7.166666666666667;-0.48311692329298755;-31.628223950354993;V;-0.48311692329298755;0.2222222222222222;-31.628223950354993
51;18;42.0;m100;7.166666666666667;1.5534811024343669;-40.19135300664607;S;1.5534811024343669;0.2222222222222222;-40.19135300664607
52;18;43.0;m100;7.166666666666667;-1.4573122157818337;-25.863450692904223;pB;-1.4573122157818337;0.2222222222222222;-25.863450692904223
53;18;44.0;m100;7.166666666666667;-1.3219265729517886;-25.443844404265576;V;-1.3219265729517886;0.2222222222222222;-25.443844404265576
54;18;45.0;m100;7.166666666666667;-0.9486867378816513;-26.863268575255404;V;-0.9486867378816513;0.2222222222222222;-26.863268575255404
55;18;46.0;m100;7.166666666666667;-0.3224511224736643;-31.90469150388367;V;-0.3224511224736643;0.2222222222222222;-31.90469150388367
56;18;47.0;m100;7.166666666666667;-1.255018420659895;-14.900182121818432;pB;-1.255018420659895;0.2222222222222222;-14.900182121818432
57;18;48.0;m100;7.166666666666667;0.20250353870276303;-35.49939167906035;L;0.20250353870276303;0.2222222222222222;-35.49939167906035
58;18;49.0;m100;7.166666666666667;-0.5696095907102565;-30.704999916205793;V;-0.5696095907102565;0.2222222222222222;-30.704999916205793
59;18;50.0;m100;7.166666666666667;-0.09483196190311718;-31.362506164669526;L;-0.09483196190311718;0.2222222222222222;-31.362506164669526
60;18;51.0;m100;7.166666666666667;0.1867803409050301;-32.05095295449536;L;0.1867803409050301;0.2222222222222222;-32.05095295449536
61;18;52.0;m100;7.166666666666667;1.5036569950550356;-43.37124350994793;L;1.5036569950550356;0.2222222222222222;-43.37124350994793
62;18;53.0;m100;7.166666666666667;2.6238341771735527;-34.17660151576865;L;2.6238341771735527;0.2222222222222222;-34.17660151576865
63;18;54.0;m100;7.166666666666667;2.4976937558851016;-40.97603892865902;L;2.4976937558851016;0.2222222222222222;-40.97603892865902
64;18;55.0;m100;7.166666666666667;;;L;;0.2222222222222222;
65;18;56.0;m100;7.166666666666667;0.8796381372884258;-37.14246233090921;S;0.8796381372884258;0.2222222222222222;-37.14246233090921
66;18;57.0;m100;7.166666666666667;-1.2752202956642174;-26.170144054976333;pB;-1.2752202956642174;0.2222222222222222;-26.170144054976333
67;18;58.0;m100;7.166666666666667;-1.6648359487131579;-24.281785679507664;Gr;-1.6648359487131579;0.2222222222222222;-24.281785679507664
68;18;59.0;m100;7.166666666666667;0.6421184019914827;-36.51229786507167;S;0.6421184019914827;0.2222222222222222;-36.51229786507167
69;18;60.0;m100;7.166666666666667;-1.036695755764763;-29.881865434800773;L;-1.036695755764763;0.2222222222222222;-29.881865434800773
70;18;61.0;m100;7.166666666666667;1.4934278843134323;-41.57689282838976;S;1.4934278843134323;0.2222222222222222;-41.57689282838976
71;18;62.0;m100;7.166666666666667;1.4588151945706254;-39.63878623167602;S;1.4588151945706254;0.2222222222222222;-39.63878623167602
72;18;63.0;m100;7.166666666666667;-1.0198000836167478;-28.234929297810368;Gr;-1.0198000836167478;0.2222222222222222;-28.234929297810368
73;21;9.0;m100;6.466666666666667;-0.5990139058509137;-20.629465662529753;pB;-0.5990139058509137;0.6774193548387096;-20.629465662529753
74;21;10.0;m100;6.466666666666667;-0.7003030013730323;-24.87049282754319;V;-0.7003030013730323;0.6774193548387096;-24.87049282754319
75;21;11.0;m100;6.466666666666667;0.39520066732034725;-25.96528693589289;Gr;0.39520066732034725;0.6774193548387096;-25.96528693589289
76;21;12.0;m100;6.466666666666667;-0.9563078932957667;24.875112622098015;V;-0.9563078932957667;0.6774193548387096;24.875112622098015
77;21;13.0;m100;6.466666666666667;0.501274119313962;-25.92444340221681;V;0.501274119313962;0.6774193548387096;-25.92444340221681
78;21;14.0;m100;6.466666666666667;-0.7742880731520032;-24.71884769584028;V;-0.7742880731520032;0.6774193548387096;-24.71884769584028
79;21;15.0;m100;6.466666666666667;-0.6213469873202513;-25.003817387119994;V;-0.6213469873202513;0.6774193548387096;-25.003817387119994
80;21;16.0;m100;6.466666666666667;-0.6652225243208825;-25.04386238234821;V;-0.6652225243208825;0.6774193548387096;-25.04386238234821
81;21;17.0;m100;6.466666666666667;-0.18522637119392196;-24.230538952384904;Gr;-0.18522637119392196;0.6774193548387096;-24.230538952384904
82;21;18.0;m100;6.466666666666667;-0.6212928952380219;-24.55703799933761;V;-0.6212928952380219;0.6774193548387096;-24.55703799933761
83;21;19.0;m100;6.466666666666667;-0.8265053728702452;-23.77849733446223;V;-0.8265053728702452;0.6774193548387096;-23.77849733446223
84;21;20.0;m100;6.466666666666667;-1.1952412941269306;-22.097772603902598;V;-1.1952412941269306;0.6774193548387096;-22.097772603902598
85;21;21.0;m100;6.466666666666667;-1.056474319664595;-22.442363186056383;V;-1.056474319664595;0.6774193548387096;-22.442363186056383
86;21;22.0;m100;6.466666666666667;-0.7559852078646303;-23.77716967966208;V;-0.7559852078646303;0.6774193548387096;-23.77716967966208
87;21;23.0;m100;6.466666666666667;-1.1426404616083192;-22.93781535320204;pB;-1.1426404616083192;0.6774193548387096;-22.93781535320204
88;21;24.0;m100;6.466666666666667;-0.013722320434157598;-26.70683086859833;Gr;-0.013722320434157598;0.6774193548387096;-26.70683086859833
89;21;25.0;m100;6.466666666666667;0.15081077541598772;-26.761676406844458;Gr;0.15081077541598772;0.6774193548387096;-26.761676406844458
90;21;26.0;m100;6.466666666666667;-1.4860493511639634;-21.921598334215872;Gr;-1.4860493511639634;0.6774193548387096;-21.921598334215872
91;21;27.0;m100;6.466666666666667;-0.17727192166365882;-25.326135283071096;Gr;-0.17727192166365882;0.6774193548387096;-25.326135283071096
92;21;28.0;m100;6.466666666666667;-0.38342746403992356;-24.506427690052305;V;-0.38342746403992356;0.6774193548387096;-24.506427690052305
93;21;29.0;m100;6.466666666666667;0.5795007318757721;-28.340998420255517;Gr;0.5795007318757721;0.6774193548387096;-28.340998420255517
94;21;30.0;m100;6.466666666666667;0.5386168762710156;-24.85034934211268;Gr;0.5386168762710156;0.6774193548387096;-24.85034934211268
95;21;31.0;m100;6.466666666666667;-1.2288336817540104;-22.12166118616483;Gr;-1.2288336817540104;0.6774193548387096;-22.12166118616483
96;23;6.0;m100;6.433333333333334;6.600331230573087;-39.96694824049092;S;6.600331230573087;0.7307692307692307;-39.96694824049092
97;23;7.0;m100;6.433333333333334;4.042044994651094;-33.52907956888356;S;4.042044994651094;0.7307692307692307;-33.52907956888356
98;23;8.0;m100;6.433333333333334;5.274997174308902;-36.15636967584044;S;5.274997174308902;0.7307692307692307;-36.15636967584044
99;23;9.0;m100;6.433333333333334;7.059738802568724;-8.011775141415683;S;7.059738802568724;0.7307692307692307;-8.011775141415683
100;23;10.0;m100;6.433333333333334;-0.1337785457832879;-25.389244980272622;V;-0.1337785457832879;0.7307692307692307;-25.389244980272622
101;23;11.0;m100;6.433333333333334;0.42573799414614133;-26.852096787580535;V;0.42573799414614133;0.7307692307692307;-26.852096787580535
102;23;12.0;m100;6.433333333333334;0.8076337971385472;-28.138350656815646;V;0.8076337971385472;0.7307692307692307;-28.138350656815646
103;23;13.0;m100;6.433333333333334;1.0481722520678842;-23.019045620645556;V;1.0481722520678842;0.7307692307692307;-23.019045620645556
104;23;14.0;m100;6.433333333333334;;;S;;0.7307692307692307;
105;23;15.0;m100;6.433333333333334;0.938106270562814;-27.55007716851651;V;0.938106270562814;0.7307692307692307;-27.55007716851651
106;23;16.0;m100;6.433333333333334;2.5128730104278847;-32.656416985968974;V;2.5128730104278847;0.7307692307692307;-32.656416985968974
107;23;17.0;m100;6.433333333333334;0.08272324531421171;-25.951868714791658;B;0.08272324531421171;0.7307692307692307;-25.951868714791658
108;23;18.0;m100;6.433333333333334;0.6090958718839422;-27.560172544414286;Gr;0.6090958718839422;0.7307692307692307;-27.560172544414286
109;23;19.0;m100;6.433333333333334;0.4248829195594457;-26.762246967464705;V;0.4248829195594457;0.7307692307692307;-26.762246967464705
110;23;20.0;m100;6.433333333333334;3.0827225693421743;-33.39267351589564;V;3.0827225693421743;0.7307692307692307;-33.39267351589564
111;23;21.0;m100;6.433333333333334;1.0924100962217176;-28.77672639207293;V;1.0924100962217176;0.7307692307692307;-28.77672639207293
112;23;22.0;m100;6.433333333333334;6.9207699976105355;-35.9549057431708;S;6.9207699976105355;0.7307692307692307;-35.9549057431708
113;23;23.0;m100;6.433333333333334;1.4550511067841092;-29.30300762828699;V;1.4550511067841092;0.7307692307692307;-29.30300762828699
114;23;24.0;m100;6.433333333333334;0.32667594220017576;-26.429401054963876;pB;0.32667594220017576;0.7307692307692307;-26.429401054963876
115;23;25.0;m100;6.433333333333334;0.16254445997980588;-25.524772118081614;V;0.16254445997980588;0.7307692307692307;-25.524772118081614
116;23;26.0;m100;6.433333333333334;-0.9083850026357214;-23.946622658077104;V;-0.9083850026357214;0.7307692307692307;-23.946622658077104
117;24;17.0;p100;3.6333333333333333;-0.5179744239701658;-0.41562018377123877;Gr;0.5179744239701658;0.6818181818181818;0.41562018377123877
118;24;18.0;p100;3.6333333333333333;-0.5645033890973978;26.01784366484725;V;0.5645033890973978;0.6818181818181818;-26.01784366484725
119;24;19.0;p100;3.6333333333333333;0.014038153954807385;33.98587267101033;Cr;-0.014038153954807385;0.6818181818181818;-33.98587267101033
120;24;20.0;p100;3.6333333333333333;-0.6272439710569258;22.436970594767388;pB;0.6272439710569258;0.6818181818181818;-22.436970594767388
121;24;21.0;p100;3.6333333333333333;0.6776940082702929;35.76541366693681;S;-0.6776940082702929;0.6818181818181818;-35.76541366693681
122;24;22.0;p100;3.6333333333333333;-0.8594435820643801;22.260184303666335;pB;0.8594435820643801;0.6818181818181818;-22.260184303666335
123;27;7.0;m100;3.5666666666666664;-1.084907519477702;-24.471636196309646;pB;-1.084907519477702;1.0;-24.471636196309646
124;27;8.0;m100;3.5666666666666664;-0.05569824226223474;-25.440221979754767;pB;-0.05569824226223474;1.0;-25.440221979754767
125;27;9.0;m100;3.5666666666666664;-0.16519977233419192;-26.243201415072292;pB;-0.16519977233419192;1.0;-26.243201415072292
126;27;10.0;m100;3.5666666666666664;0.708012262539498;-29.210372725553725;V;0.708012262539498;1.0;-29.210372725553725
127;27;11.0;m100;3.5666666666666664;0.03264361362576335;-25.29480023714791;V;0.03264361362576335;1.0;-25.29480023714791
128;27;12.0;m100;3.5666666666666664;2.3378544531241423;-31.637713451006846;V;2.3378544531241423;1.0;-31.637713451006846
129;31;13.0;m100;3.8;-0.6726408169695531;-21.14310919056237;V;-0.6726408169695531;0.42857142857142855;-21.14310919056237
130;31;14.0;m100;3.8;-1.080076556162516;-19.533984377952663;Gr;-1.080076556162516;0.42857142857142855;-19.533984377952663
131;31;15.0;m100;3.8;-0.541668024081614;-21.980786862941358;Gr;-0.541668024081614;0.42857142857142855;-21.980786862941358
132;31;16.0;m100;3.8;0.026502444448341378;-25.975478442009972;Gr;0.026502444448341378;0.42857142857142855;-25.975478442009972
133;31;17.0;m100;3.8;-0.9604920769271952;-20.14086014480867;Gr;-0.9604920769271952;0.42857142857142855;-20.14086014480867
134;31;18.0;m100;3.8;-0.718814817459331;-21.857337557195564;V;-0.718814817459331;0.42857142857142855;-21.857337557195564
135;31;19.0;m100;3.8;0.7513086697804074;-30.943009761147096;Gr;0.7513086697804074;0.42857142857142855;-30.943009761147096
136;31;20.0;m100;3.8;-0.2630727647876694;-23.125781106170024;V;-0.2630727647876694;0.42857142857142855;-23.125781106170024
137;31;21.0;m100;3.8;-0.2915891058819377;-20.74571523991807;V;-0.2915891058819377;0.42857142857142855;-20.74571523991807
138;36;11.0;p100;3.7333333333333334;-1.4580788621311929;21.842594219206376;V;1.4580788621311929;0.5172413793103449;-21.842594219206376
139;36;12.0;p100;3.7333333333333334;-1.5607738087400205;23.20987099020823;V;1.5607738087400205;0.5172413793103449;-23.20987099020823
140;36;13.0;p100;3.7333333333333334;-0.8922713317313291;18.31377430666737;Gr;0.8922713317313291;0.5172413793103449;-18.31377430666737
141;36;14.0;p100;3.7333333333333334;-0.913793697746754;28.094360619433985;V;0.913793697746754;0.5172413793103449;-28.094360619433985
142;36;15.0;p100;3.7333333333333334;-0.22702539778132907;22.896754157236558;Gr;0.22702539778132907;0.5172413793103449;-22.896754157236558
143;36;16.0;p100;3.7333333333333334;0.013970647345737304;32.15172762856622;Gr;-0.013970647345737304;0.5172413793103449;-32.15172762856622
144;36;17.0;p100;3.7333333333333334;0.04231113949668072;29.883394156944632;Cr;-0.04231113949668072;0.5172413793103449;-29.883394156944632
145;36;18.0;p100;3.7333333333333334;-0.959655123655214;26.334608146474693;V;0.959655123655214;0.5172413793103449;-26.334608146474693
146;36;19.0;p100;3.7333333333333334;-0.8343337987266368;28.475444686305877;pB;0.8343337987266368;0.5172413793103449;-28.475444686305877
147;36;20.0;p100;3.7333333333333334;1.7954998222034835;32.014557996356984;V;-1.7954998222034835;0.5172413793103449;-32.014557996356984
148;36;21.0;p100;3.7333333333333334;0.13950785997810852;28.40729070492233;V;-0.13950785997810852;0.5172413793103449;-28.40729070492233
149;36;22.0;p100;3.7333333333333334;1.1381361511896522;-1.0653911837694068;S;-1.1381361511896522;0.5172413793103449;1.0653911837694068
150;36;23.0;p100;3.7333333333333334;-0.6224878291224051;29.295232481366327;Gr;0.6224878291224051;0.5172413793103449;-29.295232481366327
151;36;24.0;p100;3.7333333333333334;-0.21912083800381424;30.93155845936218;Gr;0.21912083800381424;0.5172413793103449;-30.93155845936218
152;36;25.0;p100;3.7333333333333334;0.6392197819490083;35.7635829205596;Gr;-0.6392197819490083;0.5172413793103449;-35.7635829205596
153;36;26.0;p100;3.7333333333333334;-0.38304003813014653;28.870038569579947;Gr;0.38304003813014653;0.5172413793103449;-28.870038569579947
154;36;27.0;p100;3.7333333333333334;0.14979497116976973;25.174314492641713;pB;-0.14979497116976973;0.5172413793103449;-25.174314492641713
155;36;28.0;p100;3.7333333333333334;-1.0611355602439212;27.181772214657997;V;1.0611355602439212;0.5172413793103449;-27.181772214657997
156;36;29.0;p100;3.7333333333333334;-1.335573702540533;17.970878739420925;V;1.335573702540533;0.5172413793103449;-17.970878739420925
157;38;9.0;p100;6.4;0.2320603259578775;32.22398736321361;S;-0.2320603259578775;0.6071428571428571;-32.22398736321361
158;38;10.0;p100;6.4;-0.12581598235155086;26.599972854700468;Gr;0.12581598235155086;0.6071428571428571;-26.599972854700468
159;38;11.0;p100;6.4;-0.4707099630096529;22.733373675108396;V;0.4707099630096529;0.6071428571428571;-22.733373675108396
160;38;12.0;p100;6.4;-1.0334433887915973;23.29169240516461;V;1.0334433887915973;0.6071428571428571;-23.29169240516461
161;38;13.0;p100;6.4;-1.2155526748970624;22.0758608219665;V;1.2155526748970624;0.6071428571428571;-22.0758608219665
162;38;14.0;p100;6.4;-0.971103920409977;24.293865147198176;L;0.971103920409977;0.6071428571428571;-24.293865147198176
163;38;15.0;p100;6.4;-1.0226757195198752;15.281580886912963;V;1.0226757195198752;0.6071428571428571;-15.281580886912963
164;38;16.0;p100;6.4;-0.8400349914922759;25.31950862986173;V;0.8400349914922759;0.6071428571428571;-25.31950862986173
165;38;17.0;p100;6.4;0.669857841674225;6.10735403251789;L;-0.669857841674225;0.6071428571428571;-6.10735403251789
166;38;18.0;p100;6.4;0.596084313642163;34.3028475653345;L;-0.596084313642163;0.6071428571428571;-34.3028475653345
167;38;19.0;p100;6.4;2.204084860252995;41.46761779651422;Gr;-2.204084860252995;0.6071428571428571;-41.46761779651422
168;38;20.0;p100;6.4;-1.1681981618041963;21.78700943660772;pB;1.1681981618041963;0.6071428571428571;-21.78700943660772
169;38;21.0;p100;6.4;-1.2460412656601805;22.111619518080857;pB;1.2460412656601805;0.6071428571428571;-22.111619518080857
170;38;22.0;p100;6.4;-1.0921100301480315;24.043792576896777;pB;1.0921100301480315;0.6071428571428571;-24.043792576896777
171;38;23.0;p100;6.4;-1.0990970171900674;22.72388825767419;pB;1.0990970171900674;0.6071428571428571;-22.72388825767419
172;38;24.0;p100;6.4;-1.332017004006142;21.196453245423157;pB;1.332017004006142;0.6071428571428571;-21.196453245423157
173;38;25.0;p100;6.4;-0.9096801669117114;22.80922588077715;Gr;0.9096801669117114;0.6071428571428571;-22.80922588077715
174;38;26.0;p100;6.4;-0.819957225556433;24.09431419176758;pB;0.819957225556433;0.6071428571428571;-24.09431419176758
175;38;27.0;p100;6.4;-1.1353328251289205;21.720899849205864;pB;1.1353328251289205;0.6071428571428571;-21.720899849205864
176;38;28.0;p100;6.4;-0.8226064423812455;23.812683867701026;V;0.8226064423812455;0.6071428571428571;-23.812683867701026
177;45;8.0;p100;6.4;-0.48586294222386334;26.36590360748096;pB;0.48586294222386334;1.0;-26.36590360748096
178;45;9.0;p100;6.4;-0.6027421352774865;27.407111671801886;V;0.6027421352774865;1.0;-27.407111671801886
179;45;10.0;p100;6.4;-0.45122940039160714;27.451771382263814;V;0.45122940039160714;1.0;-27.451771382263814
180;45;11.0;p100;6.4;-0.8914264819141976;22.177141560798134;pB;0.8914264819141976;1.0;-22.177141560798134
181;45;12.0;p100;6.4;-0.875505054837048;26.223955119438642;pB;0.875505054837048;1.0;-26.223955119438642
182;45;13.0;p100;6.4;-0.1578286300878686;24.451054263817923;pB;0.1578286300878686;1.0;-24.451054263817923
183;45;14.0;p100;6.4;0.16101860590286748;28.905490760294867;pB;-0.16101860590286748;1.0;-28.905490760294867
184;45;15.0;p100;6.4;-0.1482508268009514;27.70717100728308;pB;0.1482508268009514;1.0;-27.70717100728308
185;47;13.0;m100;6.3;0.04869663562363396;-11.626816195686615;V;0.04869663562363396;0.5416666666666666;-11.626816195686615
186;47;14.0;m100;6.3;0.7858606001084241;-12.888893524883485;V;0.7858606001084241;0.5416666666666666;-12.888893524883485
187;47;15.0;m100;6.3;0.6315837535735614;-13.098367892225838;Gr;0.6315837535735614;0.5416666666666666;-13.098367892225838
188;47;16.0;m100;6.3;-0.2976153219325095;-11.484064658506156;Gr;-0.2976153219325095;0.5416666666666666;-11.484064658506156
189;47;17.0;m100;6.3;0.9641175478263239;-14.808150285179693;pB;0.9641175478263239;0.5416666666666666;-14.808150285179693
190;47;18.0;m100;6.3;0.9512604548552517;-15.921512948105317;V;0.9512604548552517;0.5416666666666666;-15.921512948105317
191;47;19.0;m100;6.3;0.8670109518594362;-11.865541895330693;L;0.8670109518594362;0.5416666666666666;-11.865541895330693
192;47;20.0;m100;6.3;0.6514650062354334;-12.68791750569369;V;0.6514650062354334;0.5416666666666666;-12.68791750569369
193;47;21.0;m100;6.3;-0.4944830086943528;-11.820061612153012;V;-0.4944830086943528;0.5416666666666666;-11.820061612153012
194;47;22.0;m100;6.3;-0.2572343300437319;-10.207885911851974;V;-0.2572343300437319;0.5416666666666666;-10.207885911851974
195;47;23.0;m100;6.3;0.9610586725007383;-12.576210790578557;Gr;0.9610586725007383;0.5416666666666666;-12.576210790578557
196;47;24.0;m100;6.3;0.27048067185877145;-11.655038048950644;V;0.27048067185877145;0.5416666666666666;-11.655038048950644
197;52;7.0;m100;6.3;-0.25571878954990046;-13.653800041886143;Gr;-0.25571878954990046;0.631578947368421;-13.653800041886143
198;52;8.0;m100;6.3;-0.14842354368577804;-13.705580480368837;S;-0.14842354368577804;0.631578947368421;-13.705580480368837
199;52;9.0;m100;6.3;-1.2323384504200543;-9.209305841595494;V;-1.2323384504200543;0.631578947368421;-9.209305841595494
200;52;10.0;m100;6.3;-0.5824782095981581;-12.783973880097903;L;-0.5824782095981581;0.631578947368421;-12.783973880097903
201;52;11.0;m100;6.3;-0.3268925724321092;-14.265526050369601;V;-0.3268925724321092;0.631578947368421;-14.265526050369601
202;52;12.0;m100;6.3;1.2188826802371067;-17.997976297559603;Gr;1.2188826802371067;0.631578947368421;-17.997976297559603
203;52;13.0;m100;6.3;1.2267601692371297;-20.12528765097136;V;1.2267601692371297;0.631578947368421;-20.12528765097136
204;52;14.0;m100;6.3;-0.18565670738730697;-8.936268332223278;V;-0.18565670738730697;0.631578947368421;-8.936268332223278
205;52;15.0;m100;6.3;-0.8977533018235049;-11.004715627174079;B;-0.8977533018235049;0.631578947368421;-11.004715627174079
206;52;16.0;m100;6.3;0.026847667255571552;-12.613192179013083;V;0.026847667255571552;0.631578947368421;-12.613192179013083
207;52;17.0;m100;6.3;-0.6637501958175278;-12.61962572141016;V;-0.6637501958175278;0.631578947368421;-12.61962572141016
208;52;18.0;m100;6.3;-0.535879915394568;-13.191211343691236;V;-0.535879915394568;0.631578947368421;-13.191211343691236
209;52;19.0;m100;6.3;-0.7143734439841256;41.06397439775776;V;-0.7143734439841256;0.631578947368421;41.06397439775776
210;56;20.0;p100;6.333333333333333;0.6387568630049479;18.033770265326382;Gr;-0.6387568630049479;0.4857142857142857;-18.033770265326382
211;56;21.0;p100;6.333333333333333;-0.41352140129595205;12.55355373929575;V;0.41352140129595205;0.4857142857142857;-12.55355373929575
212;56;22.0;p100;6.333333333333333;-1.0387708680503038;10.701732456574007;V;1.0387708680503038;0.4857142857142857;-10.701732456574007
213;56;23.0;p100;6.333333333333333;;;Gr;;0.4857142857142857;
214;56;24.0;p100;6.333333333333333;-0.42908559602537816;12.18472221806212;Gr;0.42908559602537816;0.4857142857142857;-12.18472221806212
